metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
mutual_info_score,5,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.447109
mutual_info_score,6,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.635803
mutual_info_score,7,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.567941
mutual_info_score,8,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.698516
mutual_info_score,9,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.56481
accuracy_score,0,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.906722
accuracy_score,1,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.906722
accuracy_score,2,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.927845
accuracy_score,3,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.920752
accuracy_score,4,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.892075
accuracy_score,5,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.856152
accuracy_score,6,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.920907
accuracy_score,7,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.91366
accuracy_score,8,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.928461
accuracy_score,9,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.877274
roc_auc_score,0,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,1.0
roc_auc_score,1,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.995679
roc_auc_score,2,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.969302
roc_auc_score,3,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.996751
roc_auc_score,4,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.996296
roc_auc_score,5,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.995519
roc_auc_score,6,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.989864
roc_auc_score,7,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.99417
roc_auc_score,8,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.998051
roc_auc_score,9,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.998765
mutual_info_score,0,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.869477
mutual_info_score,1,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.731944
mutual_info_score,2,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.619606
mutual_info_score,3,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.846912
mutual_info_score,4,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.761194
mutual_info_score,5,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.759739
mutual_info_score,6,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.646325
mutual_info_score,7,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.743998
mutual_info_score,8,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.827499
mutual_info_score,9,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.854134
accuracy_score,0,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.978261
accuracy_score,1,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.942954
accuracy_score,2,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.913969
accuracy_score,3,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.971014
accuracy_score,4,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.949738
accuracy_score,5,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.95683
accuracy_score,6,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.928153
accuracy_score,7,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.956676
accuracy_score,8,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.971014
accuracy_score,9,HistGradientBoosting,limma,gse20194,meta_batch,meta_er_status,P,0.978569
roc_auc_score,0,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.982289
roc_auc_score,1,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.976084
roc_auc_score,2,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.984186
roc_auc_score,3,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.98002
roc_auc_score,4,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.942385
roc_auc_score,5,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.967794
roc_auc_score,6,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.974434
roc_auc_score,7,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.979301
roc_auc_score,8,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.974733
roc_auc_score,9,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.953102
mutual_info_score,0,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.58447
mutual_info_score,1,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.561365
mutual_info_score,2,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.637108
mutual_info_score,3,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.520066
mutual_info_score,4,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.414158
mutual_info_score,5,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.514577
mutual_info_score,6,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.554602
mutual_info_score,7,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.446488
mutual_info_score,8,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.457157
mutual_info_score,9,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.521226
accuracy_score,0,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.913814
accuracy_score,1,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.899476
accuracy_score,2,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.92769
accuracy_score,3,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.884675
accuracy_score,4,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.85646
accuracy_score,5,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.884829
accuracy_score,6,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.892075
accuracy_score,7,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.863552
accuracy_score,8,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.870644
accuracy_score,9,RandomForest,limma_target,gse20194,meta_batch,meta_er_status,P,0.877582
roc_auc_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.992264
roc_auc_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.981481
roc_auc_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.987827
roc_auc_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.9987
roc_auc_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.991293
roc_auc_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.992474
roc_auc_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.996784
roc_auc_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.999359
roc_auc_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.99352
roc_auc_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.991762
mutual_info_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.613913
mutual_info_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.694034
mutual_info_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.647875
mutual_info_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.872138
mutual_info_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.671918
mutual_info_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.900069
mutual_info_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.703788
mutual_info_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.899698
mutual_info_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.777847
mutual_info_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.690309
accuracy_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.920907
accuracy_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.921523
accuracy_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.935091
accuracy_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.971014
accuracy_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.928153
accuracy_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.985661
accuracy_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.942337
accuracy_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.985507
accuracy_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.956522
accuracy_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,meta_er_status,P,0.942492
roc_auc_score,0,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.976849
roc_auc_score,1,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.97371
roc_auc_score,2,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.981883
roc_auc_score,3,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.970156
roc_auc_score,4,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.974345
roc_auc_score,5,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.969136
roc_auc_score,6,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.983596
roc_auc_score,7,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.974259
roc_auc_score,8,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.984322
roc_auc_score,9,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.972125
mutual_info_score,0,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.598169
mutual_info_score,1,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.574362
mutual_info_score,2,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.588604
mutual_info_score,3,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.651499
mutual_info_score,4,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.572779
mutual_info_score,5,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.566606
mutual_info_score,6,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.625426
mutual_info_score,7,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.57948
mutual_info_score,8,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.61981
mutual_info_score,9,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.605988
accuracy_score,0,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.920752
accuracy_score,1,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.905951
accuracy_score,2,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.913352
accuracy_score,3,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.935091
accuracy_score,4,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.90626
accuracy_score,5,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.906414
accuracy_score,6,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.920752
accuracy_score,7,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.913969
accuracy_score,8,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.928153
accuracy_score,9,RandomForest,unadjusted,gse20194,meta_batch,meta_er_status,P,0.907185
roc_auc_score,0,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.979716
roc_auc_score,1,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.971456
roc_auc_score,2,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.94978
roc_auc_score,3,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.971597
roc_auc_score,4,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.971652
roc_auc_score,5,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.97911
roc_auc_score,6,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.989015
roc_auc_score,7,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.974711
roc_auc_score,8,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.990297
roc_auc_score,9,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.957841
mutual_info_score,0,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.719695
mutual_info_score,1,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.615967
mutual_info_score,2,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.529528
mutual_info_score,3,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.547936
mutual_info_score,4,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.523479
mutual_info_score,5,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.652213
mutual_info_score,6,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.795951
mutual_info_score,7,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.677496
mutual_info_score,8,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.740485
mutual_info_score,9,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.536845
accuracy_score,0,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.949892
accuracy_score,1,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.913352
accuracy_score,2,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.899013
accuracy_score,3,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.906568
accuracy_score,4,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.892075
accuracy_score,5,HistGradientBoosting,unadjusted,gse20194,meta_batch,meta_er_status,P,0.921061
